,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Deals,Web,Purchases,Store,Visits,Cm3,Cm4,Cm5,Cm1,Cm2,Complain,Response,Age_,Age_range,Total_spent,Education_,Marital_Status_,Children_,Dt_Customer_,Category
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11,7500.0,59.0,6.0,16.0,11.0,11.0,1.0,16.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,104.0,Undergraduate,married,0.0,10.0,0
12,63033.0,82.0,194.0,61.0,480.0,225.0,112.0,30.0,1.0,3.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,Old,1154.0,graduate,single,0.0,9.0,1
13,59354.0,53.0,233.0,2.0,53.0,3.0,5.0,14.0,3.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Old,349.0,postgraduate,single,2.0,9.0,1
14,17323.0,38.0,3.0,14.0,17.0,6.0,1.0,5.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Adult,79.0,graduate,married,0.0,10.0,2
15,82800.0,23.0,1006.0,22.0,115.0,59.0,68.0,45.0,1.0,7.0,6.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,76.0,Old,1293.0,postgraduate,single,0.0,10.0,1
16,41850.0,51.0,53.0,5.0,19.0,2.0,13.0,4.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Old,143.0,graduate,married,2.0,10.0,2
17,37760.0,20.0,84.0,5.0,38.0,150.0,12.0,28.0,2.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,Old,309.0,graduate,married,0.0,10.0,0
18,76995.0,91.0,1012.0,80.0,498.0,0.0,16.0,176.0,2.0,11.0,4.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,Old,1697.0,postgraduate,married,1.0,9.0,0
19,33812.0,86.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,Adult,180.0,Undergraduate,single,1.0,10.0,1
20,37040.0,41.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Old,309.0,graduate,married,0.0,10.0,1
21,2447.0,42.0,1.0,1.0,1725.0,1.0,1.0,1.0,15.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Old,1771.0,graduate,married,1.0,9.0,1
22,58607.0,63.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,Old,1016.0,postgraduate,married,1.0,10.0,2
23,65324.0,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,Old,539.0,postgraduate,married,1.0,8.0,0
24,40689.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Old,414.0,graduate,married,1.0,9.0,0
25,18589.0,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,151.0,graduate,single,0.0,9.0,2
26,53359.0,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,220.0,graduate,married,2.0,9.0,2
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28,38360.0,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,Adult,147.0,graduate,married,1.0,9.0,1
29,84618.0,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,Old,1768.0,postgraduate,married,0.0,9.0,1
30,10979.0,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,Adult,60.0,postgraduate,single,0.0,8.0,2
31,38620.0,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Old,285.0,postgraduate,married,0.0,9.0,2
32,40548.0,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,148.0,graduate,married,1.0,10.0,2
33,46610.0,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,Old,267.0,postgraduate,single,2.0,10.0,1
34,68657.0,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,Old,1178.0,postgraduate,married,0.0,9.0,1
35,49389.0,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Old,117.0,postgraduate,single,2.0,9.0,0
36,67353.0,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,915.0,postgraduate,married,1.0,9.0,0
37,23718.0,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,121.0,Undergraduate,married,1.0,9.0,1
38,42429.0,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Old,162.0,graduate,single,1.0,8.0,2
39,48948.0,53.0,437.0,8.0,206.0,160.0,49.0,42.0,2.0,7.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,Old,913.0,postgraduate,single,0.0,9.0,0
40,80011.0,3.0,421.0,76.0,536.0,82.0,178.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Old,1296.0,graduate,married,1.0,9.0,2
41,20559.0,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,Adult,134.0,postgraduate,married,1.0,9.0,2
42,21994.0,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,Old,23.0,graduate,married,1.0,10.0,0
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
44,7500.0,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,38.0,postgraduate,married,1.0,9.0,0
45,79941.0,72.0,123.0,164.0,266.0,227.0,30.0,174.0,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,882.0,graduate,single,0.0,8.0,1
46,7500.0,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,Adult,96.0,Undergraduate,married,0.0,10.0,2
47,41728.0,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,Old,134.0,graduate,married,1.0,9.0,2
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
49,72550.0,39.0,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,Old,1320.0,postgraduate,married,2.0,10.0,1
50,65486.0,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,Old,522.0,graduate,single,1.0,8.0,1
51,79143.0,2.0,650.0,37.0,780.0,27.0,167.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,Old,1663.0,postgraduate,married,0.0,10.0,1
52,35790.0,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Old,123.0,graduate,single,1.0,9.0,2
53,82582.0,54.0,510.0,120.0,550.0,156.0,40.0,241.0,1.0,4.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,Old,1430.0,graduate,single,0.0,8.0,2
54,66373.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Old,554.0,graduate,married,2.0,9.0,1
55,82384.0,55.0,984.0,51.0,432.0,180.0,120.0,190.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.0,Old,1822.0,postgraduate,married,0.0,10.0,2
56,70287.0,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,Old,1083.0,graduate,single,0.0,9.0,2
57,27938.0,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,Adult,55.0,graduate,single,1.0,8.0,2
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
59,55954.0,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,Old,538.0,postgraduate,married,1.0,8.0,2
60,75777.0,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,Old,1370.0,postgraduate,single,0.0,9.0,0
61,66653.0,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,624.0,graduate,married,2.0,10.0,2
62,61823.0,26.0,523.0,7.0,134.0,37.0,14.0,169.0,4.0,8.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Old,741.0,graduate,single,1.0,9.0,2
63,67680.0,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Old,608.0,postgraduate,single,1.0,9.0,2
64,70666.0,29.0,398.0,40.0,367.0,119.0,122.0,30.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,Old,1075.0,graduate,married,0.0,9.0,0
65,25721.0,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,Old,94.0,graduate,married,1.0,9.0,2
66,32474.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,Old,11.0,graduate,married,2.0,8.0,2
67,88194.0,19.0,688.0,14.0,309.0,201.0,24.0,38.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,Old,1255.0,Undergraduate,single,1.0,8.0,0
68,69096.0,4.0,247.0,49.0,159.0,7.0,82.0,109.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,Old,548.0,graduate,married,1.0,9.0,1
69,74854.0,90.0,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,1579.0,graduate,married,3.0,9.0,0
70,66991.0,1.0,496.0,36.0,460.0,189.0,60.0,12.0,3.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,Old,1242.0,postgraduate,married,0.0,10.0,1
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
72,65031.0,29.0,258.0,107.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,Old,806.0,graduate,married,1.0,9.0,2
73,60631.0,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,Old,730.0,postgraduate,married,2.0,9.0,2
74,28332.0,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,Old,114.0,graduate,married,0.0,8.0,0
75,40246.0,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Old,80.0,graduate,single,1.0,10.0,2
76,75251.0,34.0,721.0,111.0,925.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,Old,1906.0,postgraduate,married,0.0,10.0,0
77,75825.0,40.0,1032.0,105.0,779.0,137.0,105.0,51.0,0.0,5.0,8.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,Old,2198.0,graduate,single,0.0,10.0,1
78,26326.0,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,Old,21.0,Undergraduate,married,0.0,9.0,2
79,56046.0,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,Old,650.0,graduate,married,0.0,9.0,0
80,29760.0,87.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,Adult,235.0,graduate,single,1.0,10.0,1
81,26304.0,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,17.0,graduate,married,1.0,9.0,2
82,23559.0,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Old,143.0,Undergraduate,married,1.0,9.0,0
83,38620.0,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Old,285.0,postgraduate,married,0.0,9.0,0
84,81361.0,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Adult,720.0,graduate,single,0.0,8.0,0
85,29440.0,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Old,148.0,graduate,married,2.0,9.0,0
86,36138.0,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,194.0,postgraduate,married,2.0,9.0,2
87,50388.0,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,65.0,Old,341.0,graduate,single,1.0,8.0,0
88,79593.0,70.0,350.0,60.0,568.0,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,Old,1291.0,graduate,married,0.0,8.0,1
89,54178.0,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,Old,266.0,graduate,married,1.0,8.0,1
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
93,42394.0,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Old,97.0,postgraduate,single,1.0,8.0,1
94,23626.0,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Old,127.0,postgraduate,married,1.0,8.0,0
95,30096.0,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,Adult,66.0,graduate,married,1.0,8.0,1
96,47916.0,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,Old,603.0,graduate,single,1.0,10.0,0
97,51813.0,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Old,98.0,graduate,single,2.0,9.0,2
98,78497.0,44.0,207.0,26.0,447.0,75.0,0.0,223.0,1.0,5.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,Old,799.0,Undergraduate,married,0.0,9.0,1
99,50150.0,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,Adult,431.0,postgraduate,married,0.0,9.0,2
100,47823.0,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Old,62.0,Undergraduate,single,1.0,9.0,2
101,34554.0,43.0,41.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,Old,93.0,postgraduate,single,1.0,8.0,1
102,85693.0,59.0,386.0,172.0,183.0,185.0,132.0,111.0,2.0,9.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Old,1117.0,graduate,married,1.0,9.0,1
103,65846.0,68.0,562.0,81.0,276.0,80.0,40.0,81.0,1.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,Old,1107.0,postgraduate,married,0.0,9.0,2
104,87195.0,35.0,217.0,76.0,690.0,50.0,26.0,38.0,1.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,Old,1094.0,graduate,married,0.0,8.0,0
105,24594.0,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Old,114.0,Undergraduate,married,1.0,9.0,2
106,49096.0,15.0,144.0,1.0,32.0,2.0,1.0,7.0,4.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,Old,195.0,graduate,married,2.0,9.0,2
107,52413.0,56.0,295.0,106.0,271.0,75.0,98.0,65.0,4.0,6.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,901.0,graduate,married,2.0,9.0,2
108,38557.0,17.0,76.0,3.0,31.0,4.0,4.0,27.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Old,135.0,graduate,single,1.0,10.0,0
109,89058.0,18.0,454.0,194.0,106.0,31.0,22.0,43.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Old,825.0,postgraduate,married,0.0,10.0,0
110,77298.0,46.0,425.0,115.0,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Old,936.0,graduate,married,1.0,9.0,1
111,68126.0,40.0,1332.0,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0,Adult,1774.0,postgraduate,single,0.0,10.0,1
112,57288.0,27.0,527.0,0.0,21.0,0.0,0.0,60.0,3.0,8.0,1.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,Old,575.0,postgraduate,married,1.0,8.0,2
113,86037.0,95.0,490.0,44.0,125.0,29.0,20.0,22.0,1.0,6.0,7.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,31.0,Adult,803.0,graduate,single,0.0,9.0,1
114,43974.0,19.0,378.0,0.0,101.0,0.0,0.0,72.0,5.0,6.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Old,498.0,postgraduate,married,1.0,10.0,0
115,50785.0,27.0,64.0,1.0,21.0,0.0,1.0,27.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,Old,114.0,graduate,single,2.0,9.0,0
116,90765.0,25.0,547.0,99.0,812.0,151.0,82.0,33.0,0.0,4.0,6.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,52.0,Old,1716.0,graduate,married,0.0,8.0,0
117,36550.0,74.0,47.0,90.0,94.0,123.0,103.0,120.0,5.0,9.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Old,531.0,Undergraduate,married,1.0,9.0,1
118,30753.0,85.0,12.0,5.0,25.0,0.0,9.0,30.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,Old,136.0,Undergraduate,married,2.0,9.0,1
119,21918.0,37.0,1.0,6.0,7.0,11.0,5.0,3.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Old,67.0,graduate,married,1.0,9.0,0
120,56129.0,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,Old,677.0,postgraduate,married,1.0,9.0,2
121,32557.0,13.0,34.0,3.0,29.0,0.0,4.0,10.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,Old,83.0,postgraduate,single,1.0,8.0,1
122,19510.0,63.0,9.0,0.0,7.0,3.0,4.0,7.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,Adult,86.0,postgraduate,married,2.0,9.0,2
123,30992.0,83.0,17.0,0.0,14.0,7.0,3.0,2.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,Old,124.0,graduate,single,1.0,9.0,1
124,101970.0,69.0,722.0,27.0,102.0,44.0,72.0,168.0,0.0,6.0,8.0,13.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,39.0,Adult,1036.0,graduate,single,0.0,9.0,2
125,71488.0,87.0,162.0,33.0,124.0,40.0,28.0,172.0,2.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,Old,474.0,Undergraduate,married,0.0,9.0,2
126,79607.0,37.0,450.0,133.0,951.0,173.0,0.0,216.0,1.0,3.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,Adult,1744.0,graduate,single,0.0,9.0,1
127,54348.0,51.0,70.0,0.0,16.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,Old,137.0,postgraduate,married,2.0,8.0,1
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
129,77376.0,72.0,492.0,19.0,110.0,16.0,12.0,12.0,4.0,6.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,Old,721.0,postgraduate,married,2.0,8.0,1
